id,name,set,collector,newPrice
153d7669-9063-4fc2-b53b-480b0e741f3f,Greater Good,9ED,245,7.16
153f93fd-4f2c-4dce-a774-4483031ed532,Pillar Tombs of Aku,VIS,67,1.02
15406173-530f-4f4f-82f3-f3e193979fd7,Cascade Bluffs,CMM,990,1.07
1546013b-89d7-46b8-bfcb-9d150a50499f,Witch's Oven,SLD,1762,4.49
1549221a-9b37-44a9-af36-9c2e6c99684e,Platoon Dispenser,BRO,310,1.30
154a335d-188d-49c3-af6d-c8e702b4b3ba,Purity,LRW,37,2.49
154dc126-67ca-4759-a424-37f0eb52e1fa,Wave of Rats,NCC,41,2.87
15564a92-7980-438e-b4cb-8ffb50fb6393,Cityscape Leveler,TLE,53,5.91
15589745-4c0a-4edf-ad45-3b7fa45e70c5,Disrupting Shoal,BOK,33,13.29
1559d660-8a9d-422b-95d3-710a046583dd,Silence,M10,31,7.33
155ae16c-f32b-421d-a92a-bf13d9f32891,Endless Ranks of the Dead,MIC,116,5.80
15611e29-6f96-4c5c-a919-c8fe590581b0,Naya,OPCA,55,6.30
15625580-3cbd-459c-a667-87efdcdaf2b2,Utopia Sprawl,A25,192,1.70
156d7c70-6c6d-4052-9d44-029ba1bb66e4,Sage's Knowledge,PTK,52,3.48
156df6eb-1ac9-4954-bf93-b1668096b8bd,Shipwreck Marsh,INR,284,7.44
1571b584-9007-45ee-a3c3-6c72f227fee2,Mystical Tutor,6ED,83,17.38
1575fadf-cd5c-4b4f-8965-c006e571334b,"Guan Yu, Sainted Warrior",PTK,6,68.00
157ce8f8-625c-407a-b015-3b5326da69a0,Mirari's Wake,MH2,320,11.80
157e0a8c-9674-4201-817a-d77e92e11032,Clue,T30A,12,12.18
157f343d-8583-4827-a77d-d916e6a5caa1,"Emry, Lurker of the Loch",ELD,342,6.09
15813b4a-9eee-4724-97f3-c1b845cba330,Ponder,P08,6,22.10
1582488a-ad15-487e-9271-6d9330b46fb4,Bastion Protector,MSC,122,3.06
15856326-d943-476a-9d31-898b9f990bb6,Panharmonicon,KLD,226,5.63
158bf702-61be-483b-864c-e3ef010c10d2,Fyndhorn Elves,PTC,bl244,7.49
15914151-9d55-42b0-b7c6-ea41d37b05da,"Sygg, River Cutthroat",PLST,ZNC-103,10.32
1591645b-30a6-4a01-9c83-845e78d91ce5,Black Vise,30A,229,5.67
15967a39-303f-457d-bcde-51837c8d63e1,Black Ward,LEA,5,60.00
15993df2-e33d-4c0f-9f41-fc1ec4044271,Temporal Manipulation,SPG,82,11.36
159a4857-711b-4365-8813-1f56ea8f5291,"Éowyn, Shieldmaiden",LTC,86,1.22
15a0977c-e3cd-4963-935b-29cf3cbd28ff,Chromatic Lantern,BRR,10,1.52
15a0efa5-6559-446b-a4d9-47585f6e94fb,Training Center,CMR,713,18.37
15a2853d-3ac0-4839-afd4-8cb3882c5489,"Nadaar, Selfless Paladin",PAFR,27p,4.74
15a43b94-4425-47ab-9e9f-9287aa9a807e,Enthusiastic Mechanaut,NEO,509,3.42
15a5bb8f-cfc5-4afa-870d-a7a7117929b2,Hourglass of the Lost,M3C,40,1.12
15a92571-1409-40c3-84c3-da01d6f1b104,Wirewood Lodge,EVG,27,11.42
15accf35-a174-4ba5-a633-cc46da848dbe,"Savra, Queen of the Golgari",RAV,225,4.37
15ae4d50-be2f-412c-bb6b-b0a06b60474a,My Precious // Allure of Power,HOB,176,36.31
15b49493-2361-4d55-8356-67c61d154a15,Managorger Hydra,PORI,186p,4.16
15b76951-0ca0-4976-bb57-b689718b4233,Smuggler's Surprise,POTJ,180p,4.62
15bab0bd-3467-429f-897a-188e11ff101e,Nazgûl,LTR,727,46.85
15c1114f-5f7c-4ecf-8aac-e48853df008b,Overgrown Tomb,RVR,407,16.42
15c34447-b0f4-4fcc-b557-23c92850b31b,Archangel of Thune,2XM,5,64.48
15c34f32-49d9-4a0d-83b2-28172f54fdd1,Crop Rotation,DDR,7,3.73
15c5d6cd-8af6-4852-8043-e6b1ef771ce6,Relic of Sauron,LTC,159,17.30
15c65b81-b736-4bc5-ba12-fb74c64406cd,Gruesome Fate,PLST,RIX-75,1.48
15c6a4a7-a4fb-4247-939d-c628e6927e79,General Kudro of Drannith,PLST,IKO-187,1.71
15c706a3-d100-489b-a069-b0b152afa994,Death's Shadow,MB2,180,1.03
15ccebe1-ef08-4805-a65f-a1c57abed9f2,Wyluli Wolf,ARN,55,8.78
15ce92a3-0d51-4c8e-bbce-d225021b4c35,"Cloud, Ex-SOLDIER",FIC,202,63.04
15d2737c-d8ef-4b03-9316-be3f61288d3c,Hatchery Sliver,CMM,741,8.20
15d2d7cd-d29d-4f19-8490-88bd526ff1c5,Pyroblast,5ED,262,9.60
15d49ad9-3600-4f64-b284-4f096ed90b4d,Fleshbag Marauder,SLD,1175,7.06
15d4eec2-8587-4ec6-aea5-21804a998375,Godless Shrine,PRNA,248p,10.76
15e1b2a6-a4d1-445d-9c20-26eddff25047,Carnage Tyrant,PXLN,179p,5.44
15e6523d-e80a-4ae3-9373-7eef3d5ead7a,The Paradise Bird,UNK,RG03f,40.00
15e74de1-1f1f-4886-ba33-644db34df588,Manifold Key,TSR,398,7.95
15ea91b1-f2ff-4b99-8148-333aa27ea8cd,"Azami, Lady of Scrolls",CHK,52,1.26
15efe915-5e38-4e00-b10f-28e76ab51597,White Lotus Tile,TLA,330,7.41
15f035df-784a-4dc8-b7f5-77139a4e6e99,Mirkwood Bats,LTR,95,1.51
15f046d7-092c-4cac-8f9f-b284457620b8,Hydra Omnivore,C18,153,1.64
15f15cc5-c3dc-4830-aa55-13080c738739,Archmage of Runes,FDN,304,5.13
15faa763-b897-4e86-b094-73f3236291a9,Verdant Catacombs,MM3,249,34.33
15fb98bf-342b-406b-92cf-bb51e72bc2b7,Blue Ward,CED,8,2.25
15fd218c-3e14-4b82-9e03-16a0fad1b530,Sanctum Weaver,MH2,462,5.39
16023fe1-f5e7-4ec0-aef2-c34c131b8ff3,Propaganda,WHO,219,3.92
1603aab8-731c-407a-bb44-625c36ace43e,Adaptive Omnitool,DRC,16,1.09
160479a6-e18e-4728-84ca-d9f3a72f48ff,Sulfurous Springs,WC01,tvdl345,3.28
1604acc8-0d54-42bb-ac4b-399987a6b554,"Hyperion, Supreme Hero",MSC,599,6.88
16055a39-484e-490d-9ae8-398cd36f80a9,"Slimefoot, the Stowaway",SLD,1138,8.14
160ac412-005f-48ca-a204-10207307c6c2,Inspiring Vantage,KLD,246,1.69
160cf235-6463-4e16-a426-8b5be76b10d2,Mana Crypt,PHPR,5,144.13
160f048a-8813-454d-af84-1e53f33af9f6,Plargg and Nassari,MAT,160,2.29
16114a68-58d1-4aad-9b3a-890e9c84b253,"Sun Ce, Young Conquerer",PTK,55,109.99
1611b15e-3d33-4fc5-89c7-5bfd6b380cef,Primal Vigor,SLD,314,13.87
16137fa6-1b5c-49e7-ad79-dda4b7019a59,Weakness,LEB,135,5.28
1617d39d-4989-4ac4-8cd0-ac1b4e7312df,Oltec Matterweaver,BIG,68,4.65
1619f8d5-395e-465d-b87e-5d688944bbcc,"Malcolm, Alluring Scoundrel",PLCI,63p,3.87
161e66e3-0339-495c-bd06-0a799a254906,Song of the Dryads,CMM,324,5.94
162018eb-5483-4fa2-9c5a-abb639eecf91,"Kiki-Jiki, Mirror Breaker",CHK,175,16.41
1624a5f4-f5bc-47c9-85de-c5520ee234ce,Annie Joins Up,OTJ,191,4.83
1625be56-a8e9-44f3-a213-b758bffd447f,Thief of Blood,CMA,71,10.61
162741b5-4220-4280-93cc-c78a45e37f84,"Luxior, Giada's Gift",PSNC,240p,4.71
162d5e1b-f725-44b1-be82-8e161a370d7c,"Greensleeves, Maro-Sorcerer",DMC,77,14.84
162e81d3-6cd4-4cb8-8ed8-cfbd8d34ca71,Mind Stone,WTH,153,2.11
163b80e5-52e9-4100-98f8-8ceea9295d49,Path to Exile,CMA,19,1.31
163c093e-9b6f-497d-a167-cfee1dbc5106,Agate Instigator,BLC,56,10.24
163ce878-1046-40ec-8c69-d66a18592ece,Thran Dynamo,WC99,kb139,2.54
163f1d8d-c902-48c5-9b39-c6f40ebc4090,Weatherlight Compleated,PDMU,242p,7.44
1642df77-6fe8-47cf-b750-ca4dd9b331ba,Access Denied,NEC,11,2.76
16448d95-ee21-4def-b880-26f6f159c213,Metamorphosis Fanatic,DSC,21,5.62
1644f535-9281-4a88-8fac-916bc0021d1d,Conqueror's Flail,C16,53,3.63
16479793-16ed-48a3-a30f-64bef2074393,Veteran Bodyguard,30A,41,18.00
164e83b1-2822-4215-8857-d31b10b9c4c4,Glorious Purpose,MSC,330,1.00
165960f2-b26a-4204-8234-9c00a98a8b34,Batwing Brume,EVE,81,8.37
165a50ba-5ead-45aa-be8a-9bdd9766da66,Tifa Lockhart,FIN,473,6.45
1662fcb1-f142-43ff-b682-6827dea2ff7e,Liliana Vess,LRW,121,8.74
1663adf8-9a17-4690-9a61-f4658c1f0320,"Mirko, Obsessive Theorist",MKC,316,1.23
1666cae8-8750-4091-8e45-259e76268db9,Faerie Rogue,TMOR,2,1.47
16677645-f635-4183-8afc-056520b94122,Murkfiend Liege,2X2,259,4.01
166c0bd1-b59d-4644-832f-888a4ca3a0aa,Kaya the Inexorable,KHM,218,3.01
166fa02f-e456-48ca-8ac3-d217afceff4d,Command Beacon,C15,56,6.86
1670393d-86f0-46fb-b577-f73a1da2a3ed,Sword of Once and Future,MOM,265,4.63
1672374a-585d-4a26-b04f-a129c4da8b0e,Web of Life and Destiny,SPM,268,1.19
16761d3b-3507-47ee-acff-54b426164d89,Woodland Cemetery,DMR,401,1.12
167873cd-2659-4251-b14a-4cb6755628de,Spike Feeder,CMD,172,1.08
1679f74d-00f8-436c-9f8c-aa3f843a546c,Forsaken Miner,OTJ,88,1.15
1682f8f2-dcd7-4322-a95f-f84c1c85df7d,Unwinding Clock,PLST,NPH-164,21.96
1683cb7f-9623-4ab8-8f88-f8255dac352c,"Tasigur, the Golden Fang",SLD,1396,17.96
1685676c-19be-4220-993f-494c53f60499,Jedit Ojanen of Efrava,PLC,131,1.04
1685e8ee-1c6a-4d9c-8ca7-e08590089818,Timber Protector,LTC,533,31.99
1687ea64-fcc0-4bd8-aa7e-3c893d4ef2a8,Goblin Spymaster,CLB,795,2.85
168918a6-a8b8-4cc3-89a2-22e22476c488,Raise Dead,CED,123,3.42
168cbca9-0124-478b-8dd7-0bd9dc711c6d,Herald of Secret Streams,XLN,59,4.76
168d7532-c925-4a96-a756-2ce4dd0fec33,"Trynn, Champion of Freedom",C20,1,1.39
168ef687-5797-4b45-b75b-393d8117cebd,Sacred Foundry,RAV,280,17.50
16905bf2-7afe-468c-8ffd-d186a1f8819f,Dark Ritual,PTC,gb129,4.98
1691145e-e9c2-45e7-be35-83245a6e5eaf,"Brago, King Eternal",CNS,41,3.70
169356e0-46dc-4096-8e66-36726454f104,Altar of Dementia,MH1,218,18.53
16937c7d-72c8-4640-8000-e4d2dc664a93,Hellkite Tyrant,C16,128,3.39
1696453f-a678-47ff-b583-53c2130b7d49,"Mabel, Heir to Cragflame",BLB,336,1.26
169b6c86-60f2-462b-877f-481354ef2d20,"Nick Fury, Spymaster",MSC,603,4.09
169fcff7-58f2-420b-a5f1-642ad38709b3,Wrenn and Six,2X2,334,12.05
16a04600-9aa2-4285-ab8e-3e17b4654825,"Ransack, the Lab",UNK,UB16,16.25
16a1af43-84b4-4ad9-a206-db5d7f14fac9,Ancient Tomb,WC99,kb315,48.51
16a449c9-7d0b-4fbc-9b9c-903be5009e0a,Endurance,SPG,48,10.30
16a58bb1-4c4d-41f2-9c69-d3c3a8a8ab09,Bringer of the Red Dawn,5DN,62,2.09
16ab9d29-8094-47eb-8106-d29ffb0c2266,Reset,MB2,170,3.92
16af4f96-d6e4-4170-b6d0-f23047b233e9,Red and Black Legac,UNK,UZ02,5.99
16b06b17-f256-428f-9bed-f115af270f27,Rampant Rejuvenator,NEC,28,1.22
16b0b5e6-ac30-417b-938a-31cda2f697f8,Counterspell,SS1,4,3.46
16b49b6d-863c-4db9-aa4f-bb270588ee8a,The Great Forest,OHOP,14,3.00
16b4d0a8-3270-4e53-9f1d-90f995c3b712,Worldly Tutor,DMR,442,26.19
16b9fdaa-9da9-48ff-b271-e6a41aabf073,Stoneskin,CLB,45,1.54
16bb2840-a763-4695-99de-de448cd65adf,Karma,30A,26,4.00
16bb3915-1715-45f0-b134-899ba291daa3,Seventh Stage of Magic Design,UNK,RZ06d,20.13
16c23cde-e1c0-4cdf-ae59-18d64db518d4,Swiftfoot Boots,CLB,339,2.60
16c5dfed-4dee-4e48-a445-89f03d7794e6,Angel of Jubilation,AVR,2,12.27
16c8d2fa-54a7-46e8-980c-905258497c90,Arid Mesa,ZEN,211,37.13
16cd6bde-29ec-4de2-b369-bb3e1d2714d9,Territory Forge,BIG,45,1.52
16cd79f1-88dd-40a0-b348-6eb6757e3b13,Goblin Lackey,SLD,1311,70.92
16ceb9da-cf42-4202-a3ae-265f24532c04,Turtle Van,TMT,278,1.14
16dc5d83-ccd4-4f25-a7aa-ea5fa90e1ab6,Karlov of the Ghost Council,RVR,437,11.58
16dd0d87-6f54-41eb-94ed-62488a7f85ab,"Iron Monger, Sadistic Tycoon",MSC,350,2.72
16de91dc-5d82-43ec-84ad-67bae644795a,Anguished Unmaking,2X2,170,2.76
16e040c3-bf42-4a5b-aeb3-5dc9921151e5,Death's Shadow,WWK,57,1.44
16e47e94-4bab-4818-8197-47435af7dab2,Grim Reaper's Scythe,MSC,658,3.31
16e654b1-93d8-4727-885e-06b2ff6bb461,Undiscovered Paradise,WC98,bs167,3.57
16e8b418-04af-4b99-b8fd-deb1fe21a61c,Defiler of Souls,ARB,37,2.11
16ead969-8ba4-4587-a68d-47730943605e,Old Gnawbone,AFR,296,65.66
16eb4c0a-962a-4df9-8101-a6baabfa80db,Snow-Covered Island,MB2,117,3.44
16ebbce9-fd10-4c14-b52d-cf82c0c1a58c,Plains,IKO,260,1.41
16ebef2c-8bb2-4816-a628-0062f95e512e,Ebonblade Reaper,ONS,141,6.95
16ef7e05-a2a3-498f-bbb0-9a38f6fe5d46,Plains,CED,289,3.80
16f008fd-8853-45c0-bfb7-fe9433cc07f2,Shatter,CED,174,8.39
16f6ba7d-76fd-4f98-a41e-fde9a6f3ab64,Windswept Heath,WC04,jn328,11.28
16f8f90e-3fd6-40b8-a49d-358221d1a7b7,Heedless One,DD1,7,1.04
16fbbd8d-bb18-4a8b-95a4-30ad6d548f72,Sol Ring,WOC,149,1.75
16fdf181-5e38-45b3-8918-9157df2122de,"Faramir, Steward of Gondor",LTC,137,1.87
170483c2-4e50-4cc8-9481-3330057d91bb,Flare of Duplication,MH3,416,3.19
1704d11c-569c-4b4e-bbe0-df42af98c4fc,Blue Ward,2ED,8,1.80
170693f5-13db-4191-99b1-e527ffb5b88e,Pack Rat,RTR,73,3.29
1706a340-a06a-4aa4-bf65-f5890e247060,Cavalier of Thorns,PM20,167p,2.98
1706ca09-1fdb-47d5-b31b-b4637a0ef5da,Warstorm Surge,40K,209,1.58
170701a7-2c29-401e-a0be-178c9f469076,Meticulous Archive,PMKM,264p,18.35
170914cc-3c3d-4929-a45d-836a5b8a4090,Starnheim Aspirant,J22,250,9.56
170e5ccd-54bf-4c6d-86b4-0359ca8f36e8,Brushland,ICE,352,19.56
170e792c-80d5-4775-ad95-37614574ab84,Mystic Sanctuary,ELD,247,1.30
170ee3d9-f7a2-4b45-bab1-4054c0ed8f9b,May Civilization Collapse,OARC,25★,12.75
170fa026-c17b-4731-b520-455c39ccbe6d,Giant Tortoise,ARN,15†,14.95
171424dc-1aad-4bab-9507-f7dd19cb80ae,Culling Ritual,ONC,117,1.76
1716b4dd-9045-462b-b053-72de450a8cde,Blood Crypt,SLD,125,13.56
171a9a3f-6278-4921-9848-2b8459869d6c,Bontu's Monument,DMC,179,6.24
171df6af-c5a4-425e-bf1b-d07650e90418,Herald's Horn,MOC,360,5.74
17222e1e-879e-4b6a-a160-5443299b4951,Kalonian Hydra,C16,154,6.40
1725b91a-bac4-4f91-b2b5-bb66086b54a3,Heart-Shaped Herb,MSC,105,4.92
17260fff-b239-4af4-9306-3236ae3fa5a5,Thundering Falls,MKM,269,15.60
172624da-26ee-49d6-bb68-643fdee4c148,Lightning Greaves,SLD,1992,7.41
17269aae-10bc-49ef-b6a7-94e0dd6cf677,Wrenn and Realmbreaker,MOM,322,6.79
1730d219-a28f-4930-8088-4cfcb627f157,Shield Sphere,ALL,129,12.80
17320043-f81c-4e14-b9ba-c1309972c22b,Wall of Blood,MRD,82,2.68
17328391-a510-42a0-8a00-4f61dd873c13,Wave of Vitriol,CMA,165,1.77
17330bbc-2c3d-414f-844e-b467d034c0d2,Sulfurous Springs,OTC,323,1.65
17373240-6edf-4b51-a6a8-7fe4f718a51e,"Lathliss, Dragon Queen",PLST,GN2-41,1.21
1742c9cd-5ba0-4335-9999-acc7f9d4f73c,"Silverquill, the Disputant",SOS,226,2.44
1744bb12-297c-43e3-bf97-a82edd3684f7,Kodama's Reach,NCC,298,2.27
17474840-7444-4295-97c7-d0002fa3eff6,Aura of Silence,WC98,bh7b,2.45
174bcea4-4e9c-4de5-b001-6a9df2242e37,Honden of Infinite Rage,EMA,134,2.82
174bf1be-0228-496d-a306-4a7837519e92,"Search for Azcanta // Azcanta, the Sunken Ruin",PLST,XLN-74,2.37
174fb330-e13b-46c1-b9b2-d1cbbe979526,Desolate Mire,PIP,438,1.49
17518e8e-46ad-4730-b10b-b8875c0536b6,Dolmen Gate,SLD,1806,40.52
1754b92b-d6f9-4503-af01-dee03f72a048,Tortured Existence,STH,74,5.08
175b3d28-5c74-4972-9b5c-5e39762c78f4,Relic of Sauron,LTC,79,8.59
175d5a88-2597-4e85-aed6-7a65c0595fb4,Smallpox,TSP,131,1.33
175e21a3-00f7-4c51-8a8e-fbfd7089efda,Scapeshift,M19,201,46.49
176122b2-f60f-4150-8c0c-757c8f8914d2,Corrosion,VIS,128,1.25
176596fd-fc6d-46ae-a64d-d9147430fe0f,"Purphoros, Bronze-Blooded",THB,265,5.26
1767117a-5127-4252-ade0-940e2d0eb54c,Unholy Strength,CED,132,6.08
176f84c6-aa5e-449c-bd2b-cc91a898f0c7,Meddling Mage,PLS,116,34.24
17788434-47c5-4290-8555-adc8171d55cd,Sylvan Library,DMR,350,27.36
17799546-750e-4b39-8848-815e7bb902d9,Dimir Signet,ARC,104,1.19
1779ab27-f0fc-4dc7-9a0f-01cd70776a31,Savage Ventmaw,AFC,191,2.12
177c37bd-c53d-43b2-88c4-0b80d17a5744,"Elspeth, Sun's Champion Emblem",TTHS,11,2.39
177ee102-d981-4fc3-9f09-9dd07755f22c,Yavimaya Coast,APC,143,33.42
1781bc52-7dd5-4302-8d8e-95319a25981d,Stitch Together,WC03,pk72sb,2.68
1781ca3f-3b7f-4811-9028-bdf0abfee596,Mountain,BRB,123,1.49
178274fd-8b9b-4d69-a47e-31b29b776742,Herald's Horn,CLB,862,4.99
17844223-f9fb-4cd8-ba8e-d1db07e5ba55,Call the Coppercoats,ONC,60,8.14
1785cb18-c291-4fd5-b8c7-ace893c32e49,Mesmeric Fiend,DDK,7,1.25
1785cf85-1ac0-4246-9b89-1a8221a8e1b2,"Chatterfang, Squirrel General",MH2,151,10.20
17898412-6275-4762-a03b-04daf30fee7f,"Ryusei, the Falling Star",CHK,185,1.20
178bf300-38cf-4ab2-9e66-6fcaa112b649,"Kasmina, Enigma Sage",STX,196,1.09
178c71e6-a905-4050-b483-044462c4c1c5,Vedalken Orrery,CNS,206,18.94
178cfe41-02ea-4449-a429-c45fca720c2d,Quicksilver Sea,OPC2,32,2.10
1790ded5-8f2d-4826-b98d-dcf692fb3433,Glorious Dragon-Kin,UNK,RA05a,119.99
17913fb0-ef73-4b20-8625-b84d4e62178a,Runic Armasaur,LCC,256,3.47
179a0525-a142-46f6-9b5b-06a2fbb25556,Plargg and Nassari,MAT,18,2.43
179a327f-df9e-43a2-9706-752dccc94533,Coalition Victory,PLST,TSB-91,5.37
179bd74b-c458-49d6-90ac-6075454e43dd,Kaya's Guile,MH1,205,1.76
179d1f76-6f4c-4a77-815a-aae7a933c9ad,Coastal Piracy,MMQ,68,1.06
179e954f-1d90-4ef4-b800-25845cc338e2,Goblin Bombardment,TMP,179,5.02
17a278d0-f601-4d57-bc3d-2972f8602a69,"Kalitas, Traitor of Ghet",OGW,86,5.03
17a3f95c-5a05-46ea-8dc6-b77b59324035,Rakdos Signet,DIS,165,1.09
17b429bd-d7da-45f5-988b-7eed0d3efeaa,"Odric, Lunarch Marshal",CMR,379,1.12
17b4a8a4-caa8-472d-bf90-ee70250bc0ab,Swamp,PTK,172,6.87
17b941e9-5dcc-473e-a461-709d74e32a3c,All in Good Time,OARC,1★,48.16
17bbac59-da58-49d8-887e-272dd90724b4,"Falco Spara, Pactweaver",SNC,307,3.11
17be11f2-f2db-40c4-8fc1-2ed7173f9a1a,Staff of the Storyteller,ONC,48,2.56
17c0b205-075c-4aab-8666-227a2ed3853e,Prodigal Sorcerer,CED,74,4.44
17c18690-cf8c-4006-a981-6258d18ba538,Ghazbán Ogress,UGL,60,2.75
17c4205a-959d-4da8-b228-791fa1eed07a,Court of Bounty,CMR,676,2.01
17c6b8d3-2634-4e55-a9c4-22a4844a01c6,Hope of Ghirapur,PLST,AER-154,3.06
17c6ba55-2470-4dde-a7fa-137a60716c96,Scalding Tarn,MH2,439,45.72
17cb5dfa-34f5-4614-aa46-57b081bb615d,Forest,BRB,108,2.20
17cd920a-de09-454a-a9da-c84512e3aff1,Goblin Welder,CM2,101,21.12
17d1a10f-ce21-4914-9984-c7c559161230,Biorhythm,9ED,231,31.92
17d5c1c7-a882-479a-9077-0784e83b462d,Craw Wurm,LEB,191,12.00
17db644c-1acf-477d-9c20-f72221f1108a,Forbidden Orchard,2X2,323,9.56
17dcc79a-ca76-463a-a9ac-3b5ea60aaaca,Karplusan Forest,WC01,jt336,2.68
17dff19f-e732-44a3-907d-fa2982389653,"Quandrix, the Proof",SOS,286,8.08
17e02be7-a09d-4d74-a2d0-8f87244fd4bb,Opal Palace,C16,312,3.25
17e860fd-d84b-421a-9dd2-355376d2f12b,Sengir Vampire,PTC,gb160,2.49
17e943af-a051-4892-bc96-0b8c40e12f19,Buried Alive,CM2,59,2.45
17ed4800-dc0f-4681-9ae6-74bd0018e8dc,Burning Cinder Fury of Crimson Chaos Fire,UGL,40,4.88
17eeeef2-2ced-42b8-a5e0-1095c9e13b02,Illusions of Grandeur,ICE,79,16.90
17ef3058-46b8-4ec4-950f-c721919c4ac1,Mind's Desire,C21,123,1.16
17eff8d9-86de-4f19-bf00-5f20dc1373d4,Horn of Deafening,LEG,280,12.32
17f4d2a5-bb85-4662-b2dd-a363ec7eab9b,Sphere of Resistance,EXO,139,31.23
17f91d5f-b717-4ff4-a598-6d57c22dd802,Cabal Coffers,HOP,132,28.31
17fa6dc2-5a2e-4758-9ca4-e020eb032d74,Damnable Pact,NCC,245,2.19
17fbebd9-9faf-4a7b-8e79-b67c074eba8c,Beast Whisperer,TSR,356,8.71
17fc3a85-c6b9-4fd2-a6a2-d3210708e5ea,Hazezon Tamar,LEG,230,161.22
17fc8e0f-6dba-40d6-a6f9-3eb505059727,Cavern of Souls,PLCI,269p,57.40
17fd4d15-413f-41c5-b3e0-71bbb52851bc,Warren Soultrader,MH3,414,17.10
180000d4-6844-4292-b768-b1f74a3b8b2d,Sol Ring,SLD,1988,13.05
1803564a-5ec5-4c0d-817c-5575127a3703,The Kingpin of Crime,MSH,327,1.66
18052761-39c3-4342-b6e6-38dc5b7b05dd,Sol Talisman,MH2,472,1.59
1805eb22-c9de-444f-a7da-21cac1fccfa4,Rip Apart,SLD,1917,5.84
180679fa-b820-4793-8f2e-a2d8791192d5,Fierce Guardianship,SLD,1823,62.12
18085a32-bfc4-421b-9e76-ad46bab1f337,Training Compound,MSH,384,4.80
18092f68-b96e-4084-9eba-b240d2195d81,"Adeline, Resplendent Cathar",MID,1,3.78
1809361e-ae1a-4c47-8464-e6496e94d962,Barbarian Ring,ODY,313,2.65
180abc09-b098-4a51-bf4f-c1ad7c5e1c30,Oona's Blackguard,MOR,72,3.60
180fa82e-9e25-4a9c-b9a7-3e1dffaaa5ea,Counterspell,WC01,ab69,2.21
1811b4fa-fed6-46ea-a6de-bb7624a5b1de,Hanweir Garrison,INR,157,1.65
181254ce-259a-4b31-8937-728564f2baf3,Squirrel Mob,ODY,273,3.53
1812bb11-0643-4559-81d0-74731b2a25fb,My Undead Horde Awakens,OARC,29★,16.05
1813119b-8604-4cd2-b731-957b5f1bb4ea,Forest,WC97,sg446,1.79
181434ed-65eb-4b47-9b12-7bbe6e0d262e,Spellstutter Sprite,PLST,LRW-89,4.90
181e20e9-94a2-40b6-abc4-797f588866bf,Sarkhan Vol,MMA,183,6.08
181edf62-34ca-4a55-a2f6-f15940a5b43a,Island,CED,291,6.42
181ee045-5650-479a-8c03-015b38fdcd63,Morningtide's Light,ECL,27,1.48
181f4713-6167-4a79-8584-30cb87e6f92b,Edward Kenway,ACR,143,14.44
1825a719-1b2a-4af9-9cd2-7cb497cd0317,Force of Negation,2X2,50,50.96
18280ed1-7a90-4ed8-aeeb-69f321eb53f3,Mindcrank,SLD,2186,21.91
182864e2-81ef-41bc-94cd-b0ea67f60bda,Astral Cornucopia,CM2,172,1.09
1828c75e-ca97-4cf6-b13a-c528808d0164,Sapling Nursery,PECL,192p,1.96
18291514-9ffb-4032-9c77-cec0200bf1b6,Necrogen Mists,MRD,69,10.09
182bd569-647e-4404-b039-b8df6e3bb2ca,Grizzly Bears,CED,200,3.92
182dc47c-897e-4922-ba9d-80204bed7b5a,"Vorinclex, Voice of Hunger",SLD,1623,22.53
182fdb3a-ff6e-4ae2-8af3-0f18d025b377,Overrun,WC99,ml243sb,1.04
1832cba6-f607-44ac-b0d1-94b3b70ada92,Counterbalance,PLST,CSP-31,5.70
1833662b-ccf3-4c16-9767-666d6407aa65,"Luxior, Giada's Gift",SNC,240,4.84
18348df2-9037-4db4-bddb-76dc933229bf,Elephant Graveyard,ARN,74,288.25
1834ac92-8b4e-4442-a834-acd580e1ef99,Jack-in-the-Mox,UGL,75,8.48
1836b8a6-c616-4793-933b-b38296d70e72,Arcane Signet,CMM,653,6.23
18381713-3f20-4d5d-8cd4-f3d1fdfad4f4,Kodama's Reach,SLD,371,112.40
18386c30-b2c1-41b4-a3a6-90493d1c9c2d,Slaughter Specialist,DBL,122,3.78
183b8c06-62ab-41e8-82c1-f23066d832ee,"Obeka, Splitter of Seconds",OTJ,358,1.55
183c6c8d-3e5c-4a7b-bd5a-cbaa0a781a58,"Raphael, Ninja Destroyer",TMT,218,5.72
183ef738-0559-49ca-85b4-e6836521f203,Eidolon of the Great Revel,A25,128,2.09
1841e615-fdcd-4187-bd69-d07abde0e1ae,Return to Battle,PTK,81,5.41
1845d858-07d0-4c74-a475-7950ad1c0d64,"Mila, Crafty Companion // Lukka, Wayward Bonder",PLST,STX-153,1.09
18477047-218d-4b2a-a086-37431b6a3025,"Michelangelo, Weirdness to 11",TMT,121,3.09
18484227-b96a-40fb-9788-656d00705d80,"Sarkhan, Soul Aflame",MAT,181,8.10
184aa475-ef9f-4510-b724-3fdcfa99f2c2,Hallowed Fountain,RVR,295,15.04
184b7d52-e991-4668-9f6a-bcded97f51ac,Exorcist,DRK,6,10.56
18506777-cd69-42f6-99c9-cde9b0958868,Noetic Scales,USG,304,16.60
185823cc-8c08-481f-9429-e996f4983090,Summer Bloom,6ED,255,1.68
1858ac51-e6a7-48d7-8759-166070ca13d8,Invisibility,LEA,59,30.00
18590c0a-8da5-4553-9cbe-a4c33f5fe387,"Omnath, Locus of Rage",PLST,BFZ-217,8.67
